Event;Result;UTCDate;UTCTime;WhiteElo;BlackElo;ECO;Opening;TimeControl;Termination;Moves
Rated Classical game;1-0;2013.01.01;17:41:54;1656;1702;D10;Slav Defense: Exchange Variation;420+16;Checkmate;d4 d5 c4 c6 cxd5 cxd5 Nc3 e6 a3 Nf6 Bg5 Be7 Nf3 O-O h3 b6 e3 Bb7 Bd3 Nbd7 Qc2 h6 Bh4 Rc8 Qe2 a6 Bxa6 Bxa6 Qxa6 Ra8 Qe2 Qc8 Bxf6 Nxf6 O-O Qc7 Nb5 Qd8 a4 Ne4 b3 Rc8 Rac1 Rxc1 Rxc1 Bb4 Rc2 f5 Ne5 Be7 Ng6 Rf6 Nxe7+ Qxe7 Rc8+ Kh7 Qc2 f4 exf4 Rg6 f3 Ng3 Rc7 Qf6 Qd2 Nf5 Qf2 Qf8 Rc6 Qb4 Rxb6 Qxb3 a5 Qb1+ Qf1 Qc2 Qf2 Qd3 a6 Ne7 a7 Qd1+ Qf1 Qa4 Rb8 Qxa7 Nxa7 Nf5 g4 Nxd4 Qd3 e5 fxe5 Ne6 Qxd5 Nf4 Qg8#
Rated Classical game;1-0;2013.01.01;17:40:01;1822;1574;B00;Owen Defense;300+8;Resignation;e4 b6 Nc3 Bb7 d4 e6 Nf3 Bb4 Bd3 Nf6 Qe2 O-O O-O h6 a3 Bxc3 bxc3 d6 e5 dxe5 dxe5 Nd5 Qe4 g6 c4 f5 exf6 Qxf6 cxd5 Bxd5 Qxg6+ Qxg6 Bxg6
Rated Blitz game;0-1;2013.01.01;17:42:18;1600;1555;B06;Robatsch (Modern) Defense;300+0;Checkmate;e4 g6 d4 Bg7 Nf3 e6 Nc3 Nc6 Be2 Nge7 Bg5 d5 exd5 exd5 Qd2 Qd6 O-O-O O-O Kb1 Bf5 Bf4 Qf6 h3 Nb4 Rc1 b6 Be5 Qe6 g4 Be4 Ng5 Qc6 Ncxe4 Nxa2 Bxg7 dxe4 Bxf8 Nxc1 Rxc1 Rxf8 Qf4 Nd5 Qxe4 h6 Bf3 hxg5 Qxd5 Qf6 Be4 c6 Qxc6 Qxc6 Bxc6 Rd8 c3 f5 Re1 Kg7 Re7+ Kh6 gxf5 gxf5 Rxa7 Re8 Bf3 Re1+ Kc2 Rf1 Kb3 Rxf2 Bd5 Kh5 Rb7 g4 Rh7+ Kg6 Rf7 g3 Bc6 f4 Rf8 Kg5 Be4 Kh4 d5 Kxh3 d6 Rd2 Bf5+ Kh4 Rh8+ Kg5 d7 Kxf5 d8=Q Rxd8 Rxd8 f3 Rf8+ Kg4 Rg8+ Kh3 Kc2 g2 Kd2 f2 Rh8+ Kg3 Rg8+ Kh2 Rh8+ Kg1 Kd3 f1=Q+ Kc2 Qf5+ Kb3 Kf2 Rh1 g1=Q Rh6 Qg8+ Kb4 Qa5#
Rated Classical game;1/2-1/2;2013.01.01;17:37:54;1415;1500;A40;Horwitz Defense;360+7;Draw;d4 e6 d5 Bc5 dxe6 fxe6 e3 Nf6 e4 Nxe4 Bd3 Nxf2 Qh5+ Kf8 Qxc5+ d6 Qxf2+ Qf6 Qxf6+ gxf6 Bh6+ Ke7 Nc3 Nc6 Bb5 Nd4 O-O-O e5 Rxd4 exd4 Nd5+ Ke6 Bc4 b5 Nxc7+ Kd7 Nxb5 Ba6 Nf3 Rac8 b3 d3 cxd3 Bxb5 Re1 d5 Nd4 dxc4 Nxb5 cxd3+ Kd2 Rc2+ Kxd3 Rxg2 Nxa7 Rxh2 a4 Rxh6 b4 Ra8 Nb5 Rxa4 Rd1 Rxb4 Kc3+ Kc6 Kxb4 Rh4+ Ka5 Kc5 Rc1+ Kd5 Nc3+ Ke5 Re1+ Kf5 Rf1+ Kg6 Rg1+ Kf7 Rd1 h5 Rd7+ Kg6 Nd5 Rd4 Ne7+ Kf7 Nf5+ Ke6 Rxd4 Kxf5 Rd5+ Kg6 Kb4 f5 Kc4 Kg5 Kd4 h4 Ke5 Kg4 Rd4+ Kg3 Kxf5 h3 Rg4+ Kf2 Rh4 Kg2 Rg4+ Kh1 Rh4 h2 Kg4 Kg1 Rxh2 Kxh2
Rated Blitz game;0-1;2013.01.01;17:42:57;1366;1562;B20;Sicilian Defense: Bowdler Attack;240+0;Time forfeit;e4 c5 Bc4 d6 h3 e6 c3 Nf6 d3 a6 Nf3 b5 Bb3 Nc6 O-O Be7 Re1 O-O d4 cxd4 cxd4 Qb6 Be3 Qc7 Nc3 b4 Ne2 Nxe4 Bc2 Nf6 Qd3 Bb7 b3 Na5 Rac1 Bxf3 gxf3 Qd7 Bg5 g6 Bh6 Rfc8 Bb1 d5 Rxc8+ Rxc8 Qxa6 Nc6 Rc1 Rc7 Bd3 Nxd4 Rxc7 Nxe2+ Bxe2 Qxc7 Qa8+ Bd8 Bg5 Kg7 Qa6 Qb6 Qd3 e5 Qd2 Kg8 f4 exf4 Qxf4 h6 Bxh6 Kh7 Qh4 Kg8 Bg5 d4 Bc4 d3 Qh6 Qxf2+
Rated Blitz game;0-1;2013.01.01;17:43:12;1902;1944;C47;Four Knights Game: Scotch Variation Accepted;180+0;Resignation;e4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Bg5 Be7 O-O-O O-O Bd3 Be6 e5 dxe5 Qxe5 Qc8 Nb5 c6 Nd6 Qc7 Qg3 h6 Bxf6 Bxf6 Ne4 Qxg3 hxg3 Bd4 f3 Bxa2 b3 a5 Kd2 a4 Bc4 b5 Ke2 Be5 Nd2 bxc4 Nxc4 Bxg3
Rated Blitz game;1-0;2013.01.01;17:44:41;1401;1318;C00;French Defense: Normal Variation;300+0;Checkmate;e4 e6 d4 Qh4 Nc3 d5 Nf3 Qxe4+ Nxe4 dxe4 Ne5 Bb4+ c3 Ba5 Qa4+ Bd7 Qxa5 Nc6 Qxc7 Nxe5 dxe5 Ne7 Qd6 Rd8 Bg5 f5 Qxe7#
Rated Blitz game;0-1;2013.01.01;17:45:12;1614;1652;A36;English Opening: Symmetrical Variation, Fianchetto Variation;240+0;Resignation;c4 c5 Nc3 Nc6 g3 Nf6 Bg2 e6 e3 Be7 Nge2 O-O O-O h6 b3 Qc7 d4 cxd4 Nxd4 Nxd4 exd4 a6 d5 exd5 Bxd5 Nxd5 Nxd5 Qd6 Nxe7+ Qxe7 Qg4 d6 Qf3 Bh3 Rd1 Rad8 g4 Qe5 Bf4 Bxg4 Qxg4 Qe4 f3 Qe2 Qg2 Qe6 Re1 Qf6 Bg3 Rfe8 Rxe8+ Rxe8 Re1 Qd4+ Qf2 Rxe1+ Kg2 Qxf2+ Bxf2 Re2 a3 Ra2 a4 Rb2 Kg3 Rxb3
Rated Blitz game;0-1;2013.01.01;17:40:59;1717;2149;A00;Van't Kruijs Opening;180+0;Checkmate;e3 e6 g3 d6 Bg2 c6 Nf3 b6 O-O Bb7 d4 a6 c4 Nd7 b4 Ngf6 a4 Be7 Bb2 Qb8 Qd3 O-O Nbd2 Rd8 Nb3 Nf8 c5 bxc5 dxc5 d5 Nbd4 e5 Nxe5 Qxe5 Rab1 Qb8 Bc3 Re8 Bh3 Ne4 f3 Nxc3 Qxc3 Bf6 Qd3 Bxd4 Qxd4 Bc8 Bg2 Ne6 Qc3 Qc7 Rfe1 Rb8 Re2 Bd7 Rbe1 Qb7 Rb2 Nf8 Qd4 Ne6 Qc3 Qc7 a5 Re7 e4 d4 Qd3 Rd8 e5 Bc8 f4 g6 f5 gxf5 Qxf5 Ng7 Qf6 Re6 Qg5 Rde8 h4 Rxe5 Rxe5 Rxe5 Qf4 Ne6 Qg4+ Kh8 Kh2 Re3 Qf5 Qxg3+ Kh1 Re1+ Qf1 Rxf1+ Bxf1 Qxh4+ Kg1 Qg3+ Bg2 Nf4 Rf2 Nh3+ Kf1 Qxf2#
Rated Blitz game;1-0;2013.01.01;17:45:27;2152;1715;A04;Zukertort Opening: Queen's Gambit Invitation;180+0;Resignation;Nf3 e6 g3 b6 Bg2 g6 O-O Bg7 d3 Nc6 Nbd2 Bb7 e4 Nf6 Re1 O-O c3 d6 d4 Nd7 Qc2 a5 b3 Ba6 a4 Rb8 Bb2 Ne7 h3 c5 c4 Rc8 d5 exd5 exd5 f6 Ne4 Nf5 g4 Nd4 Nxd4 cxd4 Bxd4 Ne5 f4 Nxc4 bxc4 Bxc4 Qf2 Bxd5 Nxf6+ Bxf6 Bxd5+ Kg7 g5 h6 Bxf6+ Rxf6 gxf6+ Qxf6 Rad1 Rc3 Qd4 Rg3+ Kh2 Qxd4 Rxd4 Rf3
Rated Classical game;0-1;2013.01.01;17:46:04;1573;1780;B06;Modern Defense;1320+8;Resignation;e4 g6 d3 Bg7 c3 d6 h3 Nf6 Nf3 O-O Be3 c5 g4 Nc6 Be2 b5 g5 Nd7 h4 Nde5 h5 Nxf3+ Bxf3 Ne5 h6 Bh8 d4 cxd4 Bxd4 Nxf3+ Qxf3 e5 Be3 Bb7 Nd2 f5 Qh3 f4 Bxf4 Rxf4 O-O-O Bc8 Qg2 Rg4 Qf1 a6 f3 Rxg5 f4 Rg4 f5 Qf6 Qd3 gxf5 Rdf1 f4 Qd5+ Qe6 Qxa8 Bf6 Nf3 Kf7 Qa7+ Kg6 Nh4+ Rxh4 Rxh4 Bxh4 Qg7+ Kh5 Rg1 Qd7 Qg2 Qg4 Qh2 Qf3 Qd2 Qe3 Qxe3 fxe3 b4 Kxh6 Rg8 e2
Rated Classical game;1-0;2013.01.01;17:43:16;1521;1467;B07;King's Pawn Game: Maroczy Defense;300+8;Resignation;d4 d6 e4 e5 d5 Bd7 h3 h6 Nf3 Nf6 Nbd2 c6 Bc4 a6 c3 b5 Bd3 cxd5 exd5 Nxd5 Ne4 Nf4 O-O Bc6 Bc2 d5 Ng3 Bd6 Re1 e4 Nd4 g5 Ndf5 Bd7 Nxd6+ Kf8 Ne2 Nxh3+ gxh3 Bxh3 Qxd5 Be6 Qxa8 Qb6 Rd1 Kg7 Qxe4 Nd7 Be3 Nc5 Qd4+
Rated Bullet game;1-0;2013.01.01;17:47:49;1897;1933;C10;French Defense: Marshall Variation;60+0;Resignation;e4 e6 d4 d5 Nc3 c5 Nf3 cxd4 Nxd4 Nc6 Bb5 Bd7 O-O Nxd4 Bxd7+ Qxd7 Qxd4 Rd8 exd5 Nf6 Bg5 Be7 Qxa7 Nxd5 Nxd5 Bxg5 Nb6 Qc6 Rfd1 O-O a4 Rxd1+ Rxd1 Bd8 a5 Qxc2 Rf1 Qxb2 Qxb7 Bf6 a6 Bd4 a7 Qxb6 a8=Q Rxa8 Qxa8+
Rated Blitz game;0-1;2013.01.01;17:48:34;1910;1953;B34;Sicilian Defense: Accelerated Dragon, Modern Variation;180+0;Resignation;e4 c5 Nf3 Nc6 Nc3 g6 d4 cxd4 Nxd4 Bg7 Nxc6 bxc6 Bc4 Nf6 O-O O-O Bg5 Bb7 Bb3 d5 exd5 Nxd5 Nxd5 cxd5 Re1 f6 Bh4 Kh8 c3 e5 Qc1 d4 cxd4 Qxd4 Bg3 Rac8 Qe3 Qxe3 fxe3 Rfd8 Be6 Rc2 Bf2 Rxb2 e4 Rdd2 Bxa7 Rxg2+ Kf1 Rxh2 a4 Rh1+ Bg1 Ba6+
Rated Blitz game;0-1;2013.01.01;17:47:31;1412;1406;C00;Rat Defense: Small Center Defense;300+0;Checkmate;e4 e6 d4 d6 Nc3 c6 Be2 Nd7 Nf3 Be7 O-O g5 Be3 h5 Qd2 g4 Ng5 Nf8 e5 d5 f3 Ng6 fxg4 Nh4 Nh3 Nxg2 Kxg2 hxg4 Ng1 Qc7 Bxg4 Bd7 Bg5 f6 exf6 Bxf6 Bxf6 Nxf6 Rxf6 O-O-O Raf1 Rxh2+ Kf3 Rxd2 Bxe6 Bxe6 Rxe6 Qf7+ Ke3 Qxe6+ Kxd2 Qh6+ Kd3 Rg8 Nge2 Qh3+ Kd2 Qxf1 a4 Rh8 b4 Rh2 b5 Qf4+ Kd3 Rh3+ Ng3 Rxg3+ Ke2 Qe3+ Kd1 Rg1#
Rated Classical game;1-0;2013.01.01;17:49:17;1517;1542;C28;Vienna Game: Stanley Variation, Three Knights Variation;480+0;Resignation;e4 e5 Nc3 Nc6 Bc4 Nf6 f3 Bc5 a3 d6 d3 O-O Nd5 Be6 Nxf6+ Qxf6 Bxe6 fxe6 Ne2 d5 Nc3 dxe4 Nxe4 Qh4+ Kf1 Qh5 Nxc5 Nd4 Nxb7 e4 dxe4 Nc6 b4 Ne5 Nc5 Nc4 Nxe6 Ne3+ Bxe3 Rf6 Nxc7 Rc8 Nd5 Rff8 Ne7+ Kh8 Nxc8 Qe8 Nd6 Qe6 Nf5 g6 Nd4 Qxe4 Qe2 Qe5 c3 Rc8 Rc1 Re8 Kf2 Qe7 Rhe1 Qh4+ Kg1 Qf6 g4 h5 Nb5 Qh4 Qf2 Qxf2+ Kxf2 hxg4 Bd4+ Kh7
Rated Classical game;0-1;2013.01.01;17:43:26;1873;1685;C41;Philidor Defense;300+20;Resignation;e4 e5 Nf3 d6 d4 f6 Be2 Bg4 dxe5 fxe5 O-O a6 Nc3 Nc6 Be3 Qd7 h3 Bh5 Nxe5 Bxe2 Nxd7 Bxd1 Nxf8 Bxc2 Ne6 Kd7 Nxg7 Bd3 Rfd1 Bc4 Rd4 Nxd4 Bxd4 Ne7 Nf5 Rhf8 Nxe7 Kxe7 Re1 c5 Nd5+ Bxd5 exd5+ Kd7 Bc3 b6 Re6 Rae8 Bf6 Rxe6 dxe6+ Kxe6 Bh4 Rf4 Bg3 Rc4 f3 Rc2
Rated Classical game;0-1;2013.01.01;17:40:54;1241;1460;A04;Zukertort Opening: Black Mustang Defense;300+8;Resignation;Nf3 Nc6 g3 e5 b3 Bc5 Bb2 Qf6 d4 exd4 Nxd4 Bxd4 e3 Bxb2
Rated Classical game;1-0;2013.01.01;17:47:56;1821;1598;B06;Modern Defense;300+5;Resignation;e4 g6 Nf3 Bg7 Bc4 e6 O-O Ne7 c3 O-O d4 c6 Bb3 a5 a4 b6 Re1 d5 exd5 exd5 Bg5 f6 Bh4 g5 Bg3 h5 h3 g4 hxg4 Bxg4 Qd3 Qd7 Nh2 Bf5 Rxe7 Bxd3 Rxd7 Nxd7 Nd2 Rae8 Bd6 Rf7 Nhf3 Be2 Re1 Bxf3 Rxe8+ Kh7 Nxf3 f5 Re7 Rxe7 Bxe7 c5 Bxd5 cxd4 Nxd4 Ne5 Nxf5 Bh8 Be4 Kg8 Ng3 Nc4 Bd5+
Rated Blitz game;1-0;2013.01.01;17:49:31;1662;1604;B30;Sicilian Defense: Old Sicilian;240+0;Resignation;e4 c5 Nf3 Nc6 Bc4 e6 d3 d6 a3 Nf6 Be3 d5 exd5 exd5 Bb5 Qe7 O-O g6 Re1 Be6 Ne5 Qd6 Nxc6 bxc6 Ba4 Ng4 Bxc5 Qxc5 Qxg4 Bg7 Rxe6+ fxe6 Qxe6+ Qe7 Bxc6+ Kd8 Qxe7+ Kxe7 Bxa8 Bxb2 Bxd5 Bxa1 Nd2 Rd8 c4 Rb8 g3 Bc3 Ne4 Bb2 a4 Rb4 a5 Ra4 Ng5 h6 Ne6 Rxa5 Nf4 Ra1+ Kg2 a5 Nxg6+ Kf6 Nf4 a4 c5 Be5 c6 a3 d4 Bd6 Bc4 Rc1 Nd5+ Kf5 Ne3+ Ke4 d5 Rxc4 Nxc4 a2 Nxd6+ Kxd5 c7 Kxd6 c8=Q a1=Q Qd8+ Ke6 Qe8+ Kf6 Qh8+
Rated Blitz game;0-1;2013.01.01;17:37:56;1448;1481;A04;Zukertort Opening: Kingside Fianchetto;300+0;Time forfeit;Nf3 g6 e3 Bg7 d4 d6 Nbd2 Nf6 c4 c5 d5 O-O e4 Nbd7 b3 Ne8 Rb1 Nc7 Bb2 b5 Bxg7 Kxg7 Ng5 Ba6 Qg4 Ne5 Qh3 h6 Ngf3 bxc4 Nxe5 dxe5 bxc4 Rb8 Bd3 Rxb1+ Nxb1 Qb8 O-O Qb2 Qe3 Qd4 Qxd4 exd4 Nd2 Rc8 Rb1 Ne8 f3 Nd6 a4 Bb7 h3 e5 g4 g5 Kg2 a5 Kg3 Kf8 Nb3 Ke7 Nxa5 Ba6 Rb6 Ra8 Nc6+ Kf6 a5 Nxc4 Nb4+ Ke7 Bxc4 Bxc4 a6 Bxa6 Nxa6 c4 Rb7+ Kf6 Rb6+ Kg7 Rc6 c3 Rxc3 dxc3 Nb4 Rb8 Nd3 Rb3 Kf2 c2 Ke2 Rxd3 Kxd3 c1=Q Ke2 Qf4 Kf2 Qd2+ Kg3 Qd3 Kf2 Qd2+ Kg3 Qe1+ Kg2 Qe2+ Kg3 Qe1+ Kh2 Qf2+ Kh1 Qxf3+ Kg1 Qxh3 Kf2 Qxg4 Ke3 Qxe4+ Kd2 h5 Kd1 h4 Kd2 h3 Kc3 h2 Kb2 h1=Q
Rated Bullet game;0-1;2013.01.01;17:49:53;1644;2156;A00;Van't Kruijs Opening;120+0;Resignation;e3 c6 g3 d5 Bg2 g6 Ne2 Bg7 O-O Nf6 d4 O-O c3 Nbd7 b3 Re8 a4 e5 Ba3 e4 Nf4 a5 f3 exf3 Bxf3 Ne4 Bxe4 Rxe4 Qf3 Nf6 Nd2 Bg4 Qxe4 dxe4 h3 Bf5 g4 Bd7 Rac1 b5 Bc5 Qc7 axb5 cxb5 Kg2 Re8 b4 a4 Ra1 Bc6 Rad1 Nd5 Nxd5 Bxd5 Rf4 Qc6 Rdf1 Ra8 Nb1 a3 Nd2 a2 Ra1 Bh6 g5 Bxg5 Rxe4 Bxe4+ Nxe4 Qxe4+
Rated Classical game;1-0;2013.01.01;17:50:32;1430;1575;D02;Queen's Pawn Game: Symmetrical Variation;1200+0;Checkmate;d4 d5 Nf3 Nf6 h3 h6 e3 e6 Nbd2 a6 a3 b5 b4 Nbd7 Bd3 Nb6 Ne5 Bb7 Nb3 Na4 Bd2 Be7 O-O O-O Kh1 Ne4 Qf3 Nxd2 Nxd2 Nc3 Ng4 Rb8 Nb3 Bg5 Nc5 Qd6 Ne5 Bc8 Qh5 g6 Nxg6 fxg6 Qxg6+ Kh8 Qh7#
Rated Classical game;1-0;2013.01.01;17:45:15;1822;1465;C40;King's Pawn Game: Busch-Gass Gambit;420+8;Checkmate;e4 e5 Nf3 Bc5 Nxe5 Qh4 d4 Qxe4+ Be3 Bb6 Nd2 Qf5 Bc4 d6 g4 Qf6 Ne4 Qe7 Bxf7+ Kf8 Bg5 Nf6 Nxf6 gxf6 Bh6#
Rated Blitz game;1-0;2013.01.01;17:48:43;1892;1792;C01;French Defense: Exchange Variation;180+0;Resignation;e4 e6 d4 d5 exd5 exd5 Bd3 c6 Ne2 Nf6 Bg5 Bg4 f3 Be6 Nbc3 Nbd7 Qd2 Bd6 O-O-O O-O Rde1 Qc7 Bf4 Bxf4 Nxf4 Rfe8 Nxe6 Rxe6 Rxe6 fxe6 Re1 Re8 g3 e5 dxe5 Nxe5 f4 Nf3 Rxe8+ Nxe8 Qe3 Qc8 Qxf3 Qh3 Qe2 Kf7 Nd1 Nf6 Ne3 c5 Nxd5 Nxd5 Bc4 Qd7 Qe5
Rated Bullet game;1-0;2013.01.01;17:50:49;1888;1503;C02;French Defense: Advance Variation, Paulsen Attack;120+0;Time forfeit;e4 e6 Nf3 d5 e5 c5 c3 Nc6 d4 Qb6 Be2 Nge7 O-O cxd4 Nxd4 Nf5 Nxc6 bxc6 Bd3 Ne7 Kh1 Ng6 Bxg6 hxg6 b4 Be7 Be3 Qc7 f4 Ba6 Rf3 Rb8 Nd2 c5 a3 c4 a4 Ra8 Bd4 Bb7 Qe1 Bc6 Qe3 Qd7 b5 Bb7 Bxa7 d4 cxd4 Bxf3 b6 Bd5 Nf1
Rated Classical game;1-0;2013.01.01;17:51:08;1366;1417;A00;Van't Kruijs Opening;420+7;Resignation;e3 d5 a3 Bf5 b4 e6 Bb2 Nf6 d3 c5 e4 dxe4 bxc5 exd3 cxd3 Bxc5 d4 Qa5+ Bc3 Qb6 dxc5 Qxc5 Bxf6 gxf6 Nd2 Bc2 Qc1 Qe5+ Be2 Bd3 f3 Nc6 f4 Qe3 Nc4 Bxc4 Qxe3
Rated Blitz game;1-0;2013.01.01;17:50:37;1584;1537;C42;Petrov's Defense #2;300+2;Resignation;e4 e5 Nf3 Nf6 Nxe5 Qe7 d4 d6 Nf3 Nxe4 Qe2 Bg4 Nbd2 Bf5 Nxe4 Bxe4 Ng5 Bxc2 b3 Qxe2+ Bxe2 Be7 Bf3 Bd3 Bxb7 O-O Bxa8 Re8 Kd1 Bb5 Bd5 Bxg5 Bxg5 c6 Bc4 Bxc4 bxc4 Re4 Be3 f5 Rb1 Nd7 Rb7 Nf6 g3 Ng4 Kd2 h6 Rxa7 g5 Ra6 f4 gxf4 gxf4 Rg1 fxe3+ fxe3 h5 h3 Kh7 hxg4 hxg4 Rxc6 Kh6 Rxd6+ Kh5 Rd5+ Kh4 Rd8 g3 Rg8 Kh3 Rg8xg3+
Rated Blitz game;0-1;2013.01.01;17:52:32;1587;1563;C50;Italian Game;300+0;Checkmate;e4 e5 Nf3 Nc6 Bc4 d6 h3 h6 d3 Nf6 Be3 Na5 Nbd2 a6 c3 b5 Bb3 Nxb3 Qxb3 Be6 c4 Rb8 Qc2 Be7 O-O c5 b3 O-O Rfe1 Nh7 Nf1 f5 exf5 Bxf5 Ng3 Be6 Qd2 Qd7 Rad1 Bxh3 gxh3 Rxf3 Qe2 Rbf8 d4 Qxh3 dxe5 Bh4 Bxh6 Bxg3 exd6 Qh2+ Kf1 Qh1#
Rated Blitz game;1-0;2013.01.01;17:52:42;1963;1901;D44;Queen's Gambit Declined: Vienna Variation;180+0;Time forfeit;d4 d5 c4 dxc4 Nc3 Nf6 Nf3 e6 Bg5 Be7 e3 O-O Bxc4 Nc6 O-O a6 Rc1 b5 Bd3 Bb7 a3 h6 Bh4 Nd5 Bxe7 Ncxe7 Bb1 Nxc3 Rxc3 Nd5 Rc5 b4 axb4 Nxb4 Qb3 Bxf3 gxf3 Nd5 Qc2 Qg5+ Kh1 f5 Rg1 Qh5 Rg3 Rf6 e4 Nf4 exf5 Qf7 fxe6 Rxe6 Qh7+ Kf8 Qh8+ Qg8 Qxg8+ Kxg8 Ba2 Re8 Rc6 Kf8 Rxe6 Nxe6 Rg4 g5 Re4 Nf4 Kg1 c6 Kf1 Rb8 b3 a5 Ke1 a4 bxa4 Rb2 Bc4 Rb1+ Kd2 Rb4 Kc3 Rxa4 Re5
Rated Classical game;0-1;2013.01.01;17:47:22;1172;1547;A00;Mieses Opening;180+8;Resignation;d3 c5 d4 d6 dxc5 Qa5+ Qd2 Qxc5 e3 Nf6 Bd3 g6 c4 Bg7 Na3 a6 b4 Qc7 c5 dxc5 bxc5 Qxc5 Qc2 Qd5 Qxc8+ Qd8 Qxd8+ Kxd8 f4 Nd5 Bc4 Nb6 Bxf7 Bxa1 h4 Rf8 Be6 Nc6 h5 Rf6 hxg6 Rxe6 gxh7 Kc7 Ke2 Rh8 Bd2 Rg6 Kf2 Rg7 Nf3 Rgxh7 Rxa1 Nd7 Bc3 Rg8 Ng5 Rh2 Be5+ Ndxe5 fxe5 Nxe5 Rc1+ Kd7 Rd1+ Ke8 Ne6 Rhxg2+ Ke1 Rg1+ Kd2 Rg8g2+ Kc1 Rxd1+ Kxd1 Rxa2 Ng7+ Kf7 Nc2 Kxg7 Nd4 Kf6 e4 Ra4 Ne2 Rxe4 Ng3 Rd4+ Ke2 Rb4 Ke3 a5 Nh5+ Kg5 Ng7 a4 Ne6+ Kf6 Nd4 a3 Nc2 a2 Nxb4 a1=Q Nc2 Qc3+ Kf4 Qxc2
Rated Bullet game;0-1;2013.01.01;17:50:05;1921;1909;A48;London System;60+0;Time forfeit;d4 Nf6 Nf3 g6 Bf4 Bg7 e3 d5 Bd3 c5 c3 b6 O-O Bb7 Ne5 Nbd7 Nd2 O-O Re1 Nh5 Nxd7 Nxf4 Nxf8 Nxd3 Ne6 fxe6 Rf1 Nxb2 Qg4 Bc8 Qe2 e5 Rab1 Na4 Qb5 Nxc3 Qb3 Nxb1 Rxb1 Be6 e4 c4 Qb5 dxe4 Nxc4 exd4 Rd1 Qd5 Qxd5 Bxd5 Ne3 e6 Ng4 Bxa2 Kf1 Bc4+ Ke1 b5 h4 a5 g3 b4 h5 b3 hxg6 hxg6 Rb1 a4 Rb2 a3 Rb1 b2 Rd1 a2 Rb1 a1=Q Rxa1 bxa1=Q+ Kd2 Qb2+ Kd1 Qc3
Rated Bullet game;0-1;2013.01.01;17:52:50;1919;1909;C10;French Defense: Rubinstein Variation;60+0;Time forfeit;e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Bg5 Be7 Bd3 Nbd7 c3 c6 Nf3 Nb6 O-O Nbd5 Be3 h6 Bd2 Qb6 Qc2 Bd7 c4 Nb4 Qb1 Nxd3 Qxd3 Rd8 a4 c5 a5 Qc7 d5 Nxe4 Qxe4 O-O Bf4 Bd6 Bxd6 Qxd6 Rfd1 Rfe8 b4 cxb4 Rac1 exd5 Qxd5 Qxd5 cxd5 b3 Nd4 Ba4 Nf5 b5 axb6 axb6 d6 b5 Ne7+ Rxe7 dxe7 Rxd1+
Rated Blitz game;1-0;2013.01.01;17:53:15;1438;1372;A04;Zukertort Opening: Queen's Gambit Invitation;300+0;Time forfeit;Nf3 e6 e3 Bc5 d4 Bb6 c4 Ne7 Bd2 a6 a4 O-O a5 Ba7 b4 b6 axb6 cxb6 Nc3 Nbc6 Ne4 d5 Nc3 Nxb4 Qa4 a5 Nb1 Bd7 Qb3 dxc4 Qxc4 Rc8 Qb3
Rated Bullet game;1-0;2013.01.01;17:53:27;1642;1581;A00;Van't Kruijs Opening;120+0;Checkmate;e3 e6 g3 d5 Bg2 Nf6 Ne2 Bd6 O-O O-O d3 c5 c4 Nc6 cxd5 exd5 Nbc3 Be6 Nf4 Qd7 Nfxd5 Bxd5 Nxd5 Nxd5 Bxd5 Nb4 Bg2 Rfe8 a3 Na6 b3 b6 Bb2 Rac8 d4 cxd4 Qxd4 Nc5 Qxg7#
Rated Classical game;1-0;2013.01.01;17:50:44;1626;1500;C23;Bishop's Opening;360+10;Checkmate;e4 e5 Bc4 Qf6 Nf3 Bc5 O-O Nh6 h3 d6 d3 a6 Bg5 Qg6 Kh2 O-O Nbd2 Kh8 Nb3 Bb6 Qd2 f6 Be3 f5 Nh4 Qf6 Bg5 f4 Bxf6 gxf6 c3 f5 exf5 Nxf5 Nxf5 Bxf5 Bd5 c6 Be4 Be6 d4 Nd7 Bc2 Rg8 Qd3 Rg7 c4 Rag8 Rg1 Bc7 d5 cxd5 cxd5 Bf7 Qf3 Nf6 Be4 Bh5 Qd3 Rg5 g4 Bxg4 f3 Bd7 Rxg5 Rxg5 Rg1 Rh5 Kg2 Bb5 Qc2 Bb6 Rh1 Rg5+ Kh2 Be3 Qc8+ Ng8 Qe6 Be2 Qxd6 h6 Nc5 Bf2 Ne6 Bg3+ Kg2 Be1+ Kh2 Bg3+ Kg2 Be1+ Kh2 Bg3+ Kg1 Bh4+ Nxg5 hxg5 Qxe5+ Nf6 Qxf6+ Kg8 d6 Bb5 Qg6+ Kf8 Bd5 Bf2+ Kg2 Bf1+ Rxf1 b5 Qf7#
